id,status,authenticated,latitude,longitude,event_type,event_cause,corridor,zone,veh_type,start_datetime,hour,weekday,weekday_name,month,month_name,is_peak_hour,priority,priority_high,requires_road_closure,closed_datetime,duration_minutes,duration_bucket,junction,police_station,has_cargo_data,has_truck_age,has_junction,is_authenticated,cargo_material,reason_breakdown,age_of_truck,address
FKID003053,active,True,12.9315811,77.6871292,unplanned,water_logging,ORR East 1,Unknown,N/A,2024-03-26 06:21:45.463000+00:00,6,1,Tuesday,3,March,1,High,1,0,,,,unmapped,HAL Old Airport,0,0,0,1,,,,"Outer Ring Road, Vajram Onyx, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)"
FKID003054,closed,True,12.94217449,77.69686252,unplanned,vehicle_breakdown,ORR East 1,Unknown,others,2024-03-26 04:31:55.688000+00:00,4,1,Tuesday,3,March,0,High,1,0,,,,unmapped,HAL Old Airport,0,0,0,1,,,,"Outer Ring Road, SLS Serenity Apartment, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
FKID003055,active,True,12.94532251,77.71799858,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-26 06:36:46.512000+00:00,6,1,Tuesday,3,March,1,Low,0,0,,,,unmapped,Whitefield,0,0,0,1,,,,"Vibgyor High School Road, Vaishnovi TNR, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)"
FKID003056,closed,True,13.0448635,77.5820307,unplanned,congestion,ORR North 2,Unknown,N/A,2024-03-26 04:29:47.909000+00:00,4,1,Tuesday,3,March,0,High,1,0,,,,unmapped,Kodigehalli,0,0,0,1,,,,"1st Cross Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
FKID003057,closed,True,13.0199917,77.7093317,unplanned,vehicle_breakdown,Non-corridor,Unknown,lcv,2024-03-26 06:36:21.487000+00:00,6,1,Tuesday,3,March,1,Low,0,0,2024-03-26 06:43:03.708254+00:00,6.703687566666667,Fast,unmapped,K.R. Pura,0,0,0,1,,,,"MBT Road, Sri Ram Layout, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)"
FKID003058,active,True,12.9817617,77.6045183,unplanned,pot_holes,CBD 1,Unknown,N/A,2024-03-26 06:37:58.591000+00:00,6,1,Tuesday,3,March,1,High,1,0,,,,unmapped,Shivajinagar,0,0,0,1,,,,"Hospital Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
FKID003059,active,True,12.9214082,77.7364192,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-26 06:44:26.198000+00:00,6,1,Tuesday,3,March,1,Low,0,0,,,,unmapped,Whitefield,0,0,0,1,,,,"Varthur Main Road, Sapthagiri Nirvana, Gunjur, Bengaluru, Karnataka. Pin-560087 (India)"
FKID003060,active,True,13.0402137,77.6244301,unplanned,road_conditions,Hennur Main Road,Unknown,N/A,2024-03-26 06:47:38.676000+00:00,6,1,Tuesday,3,March,1,High,1,1,,,,unmapped,Hennuru,0,0,0,1,,,,"MBT Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
FKID003061,closed,True,13.0426282,77.6108847,unplanned,vehicle_breakdown,ORR North 1,Unknown,bmtc_bus,2024-03-26 06:41:58.329000+00:00,6,1,Tuesday,3,March,1,High,1,0,2024-03-26 08:22:40.489578+00:00,100.7026763,Medium,unmapped,Hebbala,0,0,0,1,,,,"MBT Road, SNN Clermont, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
FKID003062,closed,True,12.936178,77.7079737,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-26 06:56:35.043000+00:00,6,1,Tuesday,3,March,1,Low,0,0,2024-04-10 08:02:36.302556+00:00,21666.0209926,Slow,unmapped,Whitefield,0,0,0,1,,,,"27th Cross Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)"
FKID003063,closed,True,12.9900517,77.5048161,unplanned,vehicle_breakdown,Magadi Road,Unknown,bmtc_bus,2024-03-26 07:05:31.449000+00:00,7,1,Tuesday,3,March,1,High,1,0,2024-03-26 07:51:34.915324+00:00,46.057772066666665,Fast,unmapped,Kamakshipalya,0,0,0,1,,,,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
FKID003064,closed,True,12.9833208,77.5488038,unplanned,road_conditions,West of Chord Road,Unknown,N/A,2024-03-26 07:23:24.676000+00:00,7,1,Tuesday,3,March,1,High,1,0,2024-04-13 03:12:36.553043+00:00,25669.197950716665,Slow,unmapped,Magadi Road,0,0,0,1,,,,"Pramukh Swami Maharaj Road, Industrial Town, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
FKID003065,active,True,13.047222,77.6197489,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-26 07:30:37.896000+00:00,7,1,Tuesday,3,March,1,Low,0,1,,,,unmapped,Hennuru,0,0,0,1,,,,"Unnamed Road, Dynasty Layout, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
FKID003066,closed,True,12.9212016,77.5602316,unplanned,others,ORR West 1,Unknown,N/A,2024-03-26 07:10:09.359000+00:00,7,1,Tuesday,3,March,1,High,1,0,2024-03-26 07:46:33.949354+00:00,36.40983923333333,Fast,unmapped,Banashankari,0,0,0,1,,,,"MK Puttalingaiah Main Road, Kittur Rani Chennamma Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
FKID003067,closed,True,12.9202917,77.6207772,unplanned,vehicle_breakdown,Hosur Road,Unknown,private_bus,2024-03-26 08:02:30.124000+00:00,8,1,Tuesday,3,March,1,High,1,0,2024-03-26 09:25:26.178583+00:00,82.93424305,Fast,unmapped,Madiwala,0,0,0,1,,,,"Hosur Road, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
FKID003068,closed,True,12.919537,77.542205,unplanned,vehicle_breakdown,Non-corridor,Unknown,bmtc_bus,2024-03-26 08:12:50.932000+00:00,8,1,Tuesday,3,March,1,Low,0,0,2024-03-26 09:37:37.550939+00:00,84.77698231666666,Fast,unmapped,Banashankari,0,0,0,1,,,,"Ittamadu Road, Thimmaraya Gowda Layout, Ittamadu, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
FKID003069,closed,True,13.011996,77.5838266,unplanned,vehicle_breakdown,Bellary Road 1,Unknown,taxi,2024-03-26 09:01:57.440000+00:00,9,1,Tuesday,3,March,1,High,1,0,,,,unmapped,Sadashivanagar,0,0,0,1,,,,"Sri Ramana Maharshi Road, Achaiah Chetty Layout, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)"
FKID003070,closed,True,13.04331,77.561475,unplanned,water_logging,ORR North 2,Unknown,N/A,2024-03-26 07:11:35.133000+00:00,7,1,Tuesday,3,March,1,High,1,0,2024-03-28 05:41:59.046144+00:00,2790.3985524,Slow,unmapped,Jalahalli,0,0,0,1,,,,"Padmasri CK Venkata Ramaiah Road, Kuvempu Circle, Gokula, Bengaluru, Karnataka. Pin-560054 (India)"
FKID003071,closed,True,12.9630608,77.7023872,unplanned,vehicle_breakdown,ORR East 2,Unknown,lcv,2024-03-26 18:14:39.197000+00:00,18,1,Tuesday,3,March,1,High,1,0,2024-03-26 18:40:00.726763+00:00,25.358829383333333,Fast,unmapped,HAL Old Airport,0,0,0,1,,,,"1st Main Road, Roshni Tech Hub, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
FKID003072,closed,True,12.9962958,77.6687511,unplanned,vehicle_breakdown,ORR North 1,Unknown,heavy_vehicle,2024-03-26 18:25:21.420000+00:00,18,1,Tuesday,3,March,1,High,1,0,2024-03-26 20:29:45.513440+00:00,124.40155733333333,Medium,unmapped,Mahadevapura,0,0,0,1,,,,"MBT Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)"
FKID003073,closed,True,13.0098341,77.5837043,unplanned,others,Bellary Road 1,Unknown,N/A,2024-03-26 20:15:39.268000+00:00,20,1,Tuesday,3,March,1,High,1,0,2024-03-30 04:52:48.133677+00:00,4837.147761283334,Slow,unmapped,Sadashivanagar,0,0,0,1,,,,"Sri Ramana Maharshi Road, Achaiah Chetty Layout, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)"
FKID003074,closed,True,13.0423731,77.5172977,unplanned,vehicle_breakdown,Tumkur Road,Unknown,private_car,2024-03-26 18:35:06.438000+00:00,18,1,Tuesday,3,March,1,High,1,0,,,,unmapped,Chikkabanavara,0,0,0,1,,,,"Nrupatunga Road, Pratham Casa Serene, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)"
FKID003075,closed,True,13.0080654,77.5837964,unplanned,vehicle_breakdown,Bellary Road 1,Unknown,lcv,2024-03-26 20:30:39.870000+00:00,20,1,Tuesday,3,March,1,High,1,0,,,,unmapped,Sadashivanagar,0,0,0,1,,,,"Sri Ramana Maharshi Road, Palace Ground, Jayamahal, Bengaluru, Karnataka. Pin-560080 (India)"
FKID003076,closed,True,13.0267683,77.54354,unplanned,vehicle_breakdown,Tumkur Road,Unknown,lcv,2024-03-26 21:16:15.740000+00:00,21,1,Tuesday,3,March,1,High,1,0,2024-03-26 21:21:34.248586+00:00,5.308476433333333,Fast,unmapped,Yeshwanthpura,0,0,0,1,,,,"Mumbai Bengaluru Highway, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
FKID003077,active,True,12.9719712,77.606905,unplanned,water_logging,Mysore Road,Unknown,N/A,2024-03-26 21:07:39.184000+00:00,21,1,Tuesday,3,March,1,High,1,0,,,,unmapped,Ashok Nagar,0,0,0,1,,,,"Field Marshal KM Cariappa Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)"
FKID003078,closed,True,12.9963473,77.5959367,unplanned,water_logging,Non-corridor,Unknown,N/A,2024-03-26 21:25:56.492000+00:00,21,1,Tuesday,3,March,1,Low,0,0,2024-03-27 01:16:00.656569+00:00,230.06940948333335,Medium,unmapped,R.T. Nagar,0,0,0,1,,,,"Jayamahal Main Road, Joynagar, Jayamahal, Bengaluru, Karnataka. Pin-560006 (India)"
FKID003079,closed,True,13.0101364,77.5830106,unplanned,tree_fall,Bellary Road 1,Unknown,N/A,2024-03-26 20:33:12.874000+00:00,20,1,Tuesday,3,March,1,High,1,0,2024-03-26 22:28:21.986102+00:00,115.15186836666666,Medium,unmapped,Sadashivanagar,0,0,0,1,,,,"1st Cross Road, Achaiah Chetty Layout, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)"
FKID003080,closed,True,12.9629289,77.5953757,unplanned,vehicle_breakdown,Mysore Road,Unknown,bmtc_bus,2024-03-26 20:59:31.854000+00:00,20,1,Tuesday,3,March,1,High,1,0,2024-03-26 21:25:27.350970+00:00,25.9249495,Fast,unmapped,Halasuru Gate,0,0,0,1,,,,"Lal Bagh Road, Ranka Park Apartment, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)"
FKID003081,closed,True,12.9843431,77.6416456,unplanned,vehicle_breakdown,Old Madras Road,Unknown,bmtc_bus,2024-03-26 19:00:55.001000+00:00,19,1,Tuesday,3,March,1,High,1,0,,,,unmapped,Jeevanbheemanagar,0,0,0,1,,,,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)"
FKID003082,active,True,12.9275496,77.6213265,unplanned,pot_holes,IRR(Thanisandra road),Unknown,N/A,2024-03-26 21:42:04.603000+00:00,21,1,Tuesday,3,March,1,High,1,0,,,,unmapped,Adugodi,0,0,0,1,,,,"1st Cross Road, Koramangala Water Tank Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
FKID003083,closed,True,12.9288692,77.545287,unplanned,vehicle_breakdown,ORR West 1,Unknown,bmtc_bus,2024-03-26 20:48:43.695000+00:00,20,1,Tuesday,3,March,1,High,1,0,2024-03-26 22:01:45.520058+00:00,73.03041763333334,Fast,unmapped,Banashankari,0,0,0,1,,,,"Dr Rajkumar Puniya Bhoomi Road, Banashankari, Bengaluru, Karnataka. Pin-560085 (India)"
FKID003084,closed,True,12.93736099,77.69296644,unplanned,vehicle_breakdown,ORR East 1,Unknown,heavy_vehicle,2024-03-26 19:30:42.829000+00:00,19,1,Tuesday,3,March,1,High,1,0,,,,unmapped,HAL Old Airport,0,0,0,1,,,,"Outer Ring Road, Featherlite The Address, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
FKID003085,active,True,12.983132,77.5923326,unplanned,water_logging,CBD 2,Unknown,N/A,2024-03-26 21:48:05.667000+00:00,21,1,Tuesday,3,March,1,High,1,0,,,,unmapped,Cubbon Park,0,0,0,1,,,,"Ali Asker Cross Road, Ali Askar Road Junction, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
FKID003086,closed,True,12.9586313,77.554831,unplanned,vehicle_breakdown,Mysore Road,Unknown,truck,2024-03-26 20:08:11.408000+00:00,20,1,Tuesday,3,March,1,High,1,0,,,,unmapped,Magadi Road,1,1,0,1,Asian paint,vaccum pipe cut,11.0,"Mysore Road, AR Compound, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
FKID003087,closed,True,12.940721,77.5737328,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-26 21:48:56.925000+00:00,21,1,Tuesday,3,March,1,Low,0,1,2024-03-27 00:42:56.484442+00:00,173.99265736666666,Medium,unmapped,Basavanagudi,0,0,0,1,,,,"KR Main Road, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
FKID003088,closed,True,13.037604,77.6268601,unplanned,vehicle_breakdown,ORR North 1,Unknown,truck,2024-03-26 19:41:54.691000+00:00,19,1,Tuesday,3,March,1,High,1,0,,,,unmapped,Hennuru,1,1,0,1,gooods carried,rajik,7.0,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
FKID003089,closed,True,13.0345001,77.5886104,unplanned,vehicle_breakdown,Bellary Road 1,Unknown,truck,2024-03-26 19:47:00.835000+00:00,19,1,Tuesday,3,March,1,High,1,0,,,,unmapped,Kodigehalli,1,1,0,1,goods,tyre puncher,12.0,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
FKID003090,active,True,12.9874903,77.6037887,unplanned,pot_holes,Non-corridor,Unknown,N/A,2024-03-26 22:36:52.318000+00:00,22,1,Tuesday,3,March,0,Low,0,0,,,,unmapped,Shivajinagar,0,0,0,1,,,,"Broadway Road, Meelad Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
FKID003091,closed,True,12.9764026,77.7103286,unplanned,accident,Non-corridor,Unknown,N/A,2024-03-26 21:13:51.025000+00:00,21,1,Tuesday,3,March,1,Low,0,0,,,,unmapped,Mahadevapura,0,0,0,1,,,,"ITPL Main Road, RMZ Centennial, Industrial Area Phase 1, Doddanekundi, Bengaluru, Karnataka. Pin-560066 (India)"
FKID003092,closed,True,12.9993363,77.5841717,unplanned,vehicle_breakdown,Bellary Road 1,Unknown,private_car,2024-03-26 23:04:31.291000+00:00,23,1,Tuesday,3,March,0,High,1,0,2024-03-26 23:20:49.153320+00:00,16.297705333333333,Fast,unmapped,Sadashivanagar,0,0,0,1,,,,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)"
FKID003093,closed,True,13.0571133,77.4734183,unplanned,vehicle_breakdown,Non-corridor,Unknown,heavy_vehicle,2024-03-26 21:22:25.927000+00:00,21,1,Tuesday,3,March,1,Low,0,0,,,,unmapped,No Police Station,0,0,0,1,,,,"Mumbai Bengaluru Highway, Madavara, Bengaluru, Karnataka. Pin-560073 (India)"
FKID003094,closed,True,13.0144541,77.58367,unplanned,vehicle_breakdown,Bellary Road 1,Unknown,others,2024-03-26 20:57:08.077000+00:00,20,1,Tuesday,3,March,1,High,1,0,,,,unmapped,Sadashivanagar,0,0,0,1,,,,"Sir CV Raman Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)"
FKID003095,closed,True,12.9662054,77.586928,unplanned,vehicle_breakdown,Mysore Road,Unknown,bmtc_bus,2024-03-26 23:52:20.512000+00:00,23,1,Tuesday,3,March,0,High,1,0,2024-03-26 23:58:37.516902+00:00,6.283415033333333,Fast,unmapped,Halasuru Gate,0,0,0,1,,,,"NH 275, Rangegowdanadoddi, Bengaluru, Karnataka. Pin-560002 (India)"
FKID003096,closed,True,12.9363838,77.5177104,unplanned,vehicle_breakdown,Mysore Road,Unknown,heavy_vehicle,2024-03-26 23:55:39.238000+00:00,23,1,Tuesday,3,March,0,High,1,0,2024-03-27 00:54:57.323489+00:00,59.30142481666667,Fast,unmapped,Byatarayanapura,0,0,0,1,,,,"Mysore Road, Gopalan Arcade, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)"
FKID003097,closed,True,12.9884183,77.47331,unplanned,vehicle_breakdown,Non-corridor,Unknown,lcv,2024-03-26 23:47:07.315000+00:00,23,1,Tuesday,3,March,0,Low,0,0,,,,unmapped,Kamakshipalya,0,0,0,1,,,,"Magadi Main Road, Dodda Gollarahatti, Bengaluru, Karnataka. Pin-560091 (India)"
FKID003098,closed,True,13.077705,77.4298806,unplanned,vehicle_breakdown,Non-corridor,Unknown,truck,2024-03-26 21:18:11.920000+00:00,21,1,Tuesday,3,March,1,Low,0,0,,,,unmapped,No Police Station,1,1,0,1,concrete,gear box jam,15.0,"Mumbai Bengaluru Highway, Devannapalya, Dasanapura, Bengaluru, Karnataka. Pin-562162 (India)"
FKID003099,closed,True,12.92512,77.6360317,unplanned,vehicle_breakdown,Non-corridor,Unknown,private_bus,2024-03-26 21:03:37.290000+00:00,21,1,Tuesday,3,March,1,Low,0,0,,,,unmapped,Adugodi,0,0,0,1,,,,"Sarjapur Marathahalli Road, Janatha Colony Jakasandra, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
FKID003100,closed,True,12.9878213,77.5137227,unplanned,vehicle_breakdown,Magadi Road,Unknown,lcv,2024-03-27 00:17:33.297000+00:00,0,2,Wednesday,3,March,0,High,1,0,,,,unmapped,Kamakshipalya,0,0,0,1,,,,"Magadi Main Road, Srigandakavulu Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)"
FKID003101,closed,True,12.9842319,77.6415368,unplanned,vehicle_breakdown,Old Madras Road,Unknown,private_bus,2024-03-26 22:20:54.379000+00:00,22,1,Tuesday,3,March,0,High,1,0,,,,unmapped,Jeevanbheemanagar,0,0,0,1,,,,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)"
FKID003102,closed,True,12.9814819,77.5879417,unplanned,vehicle_breakdown,Non-corridor,Unknown,bmtc_bus,2024-03-26 22:05:26.955000+00:00,22,1,Tuesday,3,March,0,Low,0,0,,,,unmapped,Cubbon Park,0,0,0,1,,,,"Park House Road, Karnataka Bhavan Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
FKID003103,closed,True,12.95339338,77.71756492,unplanned,pot_holes,Non-corridor,Unknown,N/A,2024-02-05 20:45:04.275000+00:00,20,0,Monday,2,February,1,High,1,0,2024-03-27 01:35:39.762572+00:00,72290.59145953335,Slow,unmapped,Whitefield,0,0,0,1,,,,"Vibgyor High School Road, Shri Ram Samruddhi, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)"
FKID003104,closed,True,12.9885188,77.4730123,unplanned,vehicle_breakdown,Non-corridor,Unknown,lcv,2024-03-26 23:15:37.214000+00:00,23,1,Tuesday,3,March,0,Low,0,0,,,,unmapped,Kamakshipalya,0,0,0,1,,,,"Magadi Main Road, Dodda Gollarahatti, Bengaluru, Karnataka. Pin-560091 (India)"
FKID003105,closed,True,13.0246658,77.5851625,unplanned,vehicle_breakdown,Bellary Road 1,Unknown,lcv,2024-03-27 01:27:10.591000+00:00,1,2,Wednesday,3,March,0,High,1,0,,,,unmapped,R.T. Nagar,0,0,0,1,,,,"Bellary Road, HGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
FKID003106,closed,True,13.0247117,77.5851983,unplanned,vehicle_breakdown,Bellary Road 1,Unknown,lcv,2024-03-27 01:30:31.932000+00:00,1,2,Wednesday,3,March,0,High,1,0,,,,unmapped,R.T. Nagar,0,0,0,1,,,,"Bellary Road, HGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
FKID003107,closed,True,12.9726557,77.6987243,unplanned,vehicle_breakdown,ORR East 2,Unknown,taxi,2024-03-27 03:44:19.365000+00:00,3,2,Wednesday,3,March,0,High,1,0,2024-03-27 04:18:07.544573+00:00,33.80299288333333,Fast,unmapped,HAL Old Airport,0,0,0,1,,,,"Outer Ring Road, Kartik Layout, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)"
FKID003108,closed,True,13.0146323,77.5705952,unplanned,others,Non-corridor,Unknown,N/A,2024-03-27 02:11:55.635000+00:00,2,2,Wednesday,3,March,0,Low,0,0,2024-03-27 03:40:02.142493+00:00,88.10845821666666,Fast,unmapped,Sadashivanagar,0,0,0,1,,,,"CV Raman Road, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)"
FKID003109,closed,True,12.9218972,77.6681657,unplanned,vehicle_breakdown,ORR East 1,Unknown,bmtc_bus,2024-03-27 03:54:03.373000+00:00,3,2,Wednesday,3,March,0,High,1,0,2024-03-27 04:58:15.740650+00:00,64.20612750000001,Fast,unmapped,Bellandur,0,0,0,1,,,,"Outer Ring Road, Prestige Ferns Galaxy, Bellandur Gate, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)"
FKID003110,closed,True,12.9161625,77.6386961,unplanned,vehicle_breakdown,ORR East 1,Unknown,bmtc_bus,2024-03-27 04:26:05.224000+00:00,4,2,Wednesday,3,March,0,High,1,0,,,,unmapped,HSR Layout,0,0,0,1,,,,"Outer Ring Road, Sector 5, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
FKID003111,closed,True,12.9660189,77.5123008,unplanned,vehicle_breakdown,Non-corridor,Unknown,lcv,2024-03-27 02:51:15.175000+00:00,2,2,Wednesday,3,March,0,Low,0,0,,,,unmapped,Jnanabharathi,0,0,0,1,,,,"Dr Rajkumar Puniya Bhoomi Road, AP Nagar Police Quarters, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
FKID003112,closed,True,13.0066883,77.7572817,unplanned,vehicle_breakdown,Non-corridor,Unknown,private_bus,2024-03-27 04:54:47.250000+00:00,4,2,Wednesday,3,March,0,Low,0,0,2024-03-27 05:06:23.579591+00:00,11.605493183333333,Fast,unmapped,Mahadevapura,0,0,0,1,,,,"Whitefield Main Road, Reddys Keerthi Residency, Belathur, Bengaluru, Karnataka. Pin-560067 (India)"
FKID003113,closed,True,12.9850331,77.5881808,unplanned,vehicle_breakdown,Bellary Road 1,Unknown,others,2024-03-27 02:04:56.435000+00:00,2,2,Wednesday,3,March,0,High,1,0,,,,unmapped,High ground,0,0,0,1,,,,"Palace Road, Chalukya Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
FKID003114,closed,True,13.0144606,77.583683,unplanned,vehicle_breakdown,Bellary Road 1,Unknown,private_car,2024-03-27 05:11:50.118000+00:00,5,2,Wednesday,3,March,1,High,1,0,2024-03-27 05:18:23.337280+00:00,6.5536546666666675,Fast,unmapped,Sadashivanagar,0,0,0,1,,,,"Sir CV Raman Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)"
FKID003115,closed,True,13.0004509,77.5840672,unplanned,vehicle_breakdown,Bellary Road 1,Unknown,heavy_vehicle,2024-03-27 02:45:11.747000+00:00,2,2,Wednesday,3,March,0,High,1,0,,,,unmapped,Sadashivanagar,0,0,0,1,,,,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)"
FKID003116,active,True,13.0282267,77.5620037,unplanned,pot_holes,Non-corridor,Unknown,N/A,2024-03-27 04:56:39.150000+00:00,4,2,Wednesday,3,March,0,Low,0,0,,,,unmapped,Yeshwanthpura,0,0,0,1,,,,"MSRE College Road, Shriniket Apartment, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)"
FKID003117,closed,True,12.974347,77.578087,unplanned,others,Non-corridor,Unknown,N/A,2024-03-27 05:49:14.093000+00:00,5,2,Wednesday,3,March,1,Low,0,0,2024-03-27 06:07:10.858500+00:00,17.946091666666668,Fast,unmapped,Upparpet,0,0,0,1,,,,"Kempegowda Road, Sagar Theatre Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
FKID003118,closed,True,13.1211366,77.6100947,unplanned,vehicle_breakdown,Bellary Road 2,Unknown,others,2024-03-27 06:01:53.683000+00:00,6,2,Wednesday,3,March,1,High,1,0,2024-03-27 06:23:48.549217+00:00,21.91443695,Fast,unmapped,Yelahanka,0,0,0,1,,,,"Bellary Road, Bagalur Cross Junction, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
FKID003119,closed,True,12.9687003,77.7013565,planned,construction,ORR East 2,Unknown,N/A,2024-03-27 05:05:15.561000+00:00,5,2,Wednesday,3,March,1,High,1,0,,,,unmapped,HAL Old Airport,0,0,0,1,,,,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
FKID003120,closed,True,13.0445034,77.582974,unplanned,congestion,ORR North 2,Unknown,N/A,2024-03-27 06:24:45.533000+00:00,6,2,Wednesday,3,March,1,High,1,0,,,,unmapped,Kodigehalli,0,0,0,1,,,,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
FKID003121,closed,True,12.9541999,77.5902899,unplanned,vehicle_breakdown,Non-corridor,Unknown,private_bus,2024-03-27 09:46:53.393000+00:00,9,2,Wednesday,3,March,1,Low,0,0,,,,unmapped,Wilson Garden,0,0,0,1,,,,"Sri Kolada Mata Road, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)"
FKID003122,closed,True,12.9897966,77.5721842,unplanned,vehicle_breakdown,Non-corridor,Unknown,bmtc_bus,2024-03-27 06:44:24.851000+00:00,6,2,Wednesday,3,March,1,Low,0,0,,,,unmapped,Sheshadripuram,0,0,0,1,,,,"Subedar Chatram Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
FKID003123,closed,True,13.016337,77.5553144,unplanned,vehicle_breakdown,Tumkur Road,Unknown,others,2024-03-27 04:19:58.007000+00:00,4,2,Wednesday,3,March,0,High,1,0,,,,unmapped,Yeshwanthpura,0,0,0,1,,,,"Mumbai Bengaluru Highway, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
FKID003124,closed,True,13.0986176,77.5904178,unplanned,vehicle_breakdown,Non-corridor,Unknown,heavy_vehicle,2024-03-27 04:32:36.829000+00:00,4,2,Wednesday,3,March,0,Low,0,0,,,,unmapped,Yelahanka,0,0,0,1,,,,"16th A Main Road, Sugappa Layout, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
